2024-10-16 11:17:34.745: 
parameters:agent_test_episodes: 20
batch_num_per_epoch: 250000
device: cuda:0
env_name: ALE/DoubleDunk-v5
epsilon_for_test: 0.05
epsilon_max: 1.0
epsilon_min: 0.1
exp_name: ALE-DoubleDunk-v5_2024-10-16-11-17-34
exp_path: ../exps/dqn/
exploration_steps: 1000000
gamma: 0.99
held_out_states_num: 1000
learning_rate: 0.00025
mini_batch_size: 32
model_update_freq: 4
n_times: 5
no_op_max: 30
phi_channel: 4
replay_buffer_size: 1000000
replay_start_size: 50000
save_model: true
screen_size: 84
seed: 0
skip_k_frame: 4
step_c: 10000
training_steps: 50000000

2024-10-16 11:17:34.810: env id: ALE/DoubleDunk-v5 |repeat_action_probability: 0 
2024-10-16 11:17:34.810: screen_size: 84 | grayscale_obs:True 
scale_obs:False | action space size: 18
remove flickering: True | frame skip: 4
state space shape: (210, 160, 3) 
2024-10-16 11:17:34.828: optimizer: RMSprop (
2024-10-17 05:28:36.460: 96 test start:
2024-10-17 05:29:33.709: 96 avg_reward: -17.4
2024-10-17 05:29:33.709: 96 avg_steps: 2861.35
2024-10-17 05:29:33.709: 96 epsilon: 0.1
2024-10-17 05:29:33.709: 96 q: 0.3517538
2024-10-17 05:40:13.104: 97 test start:
2024-10-17 05:41:17.806: 97 avg_reward: -16.0
2024-10-17 05:41:17.807: 97 avg_steps: 3275.1
2024-10-17 05:41:17.807: 97 epsilon: 0.1
2024-10-17 05:41:17.807: 97 q: 0.34712288
2024-10-17 05:51:34.807: 98 test start:
2024-10-17 05:52:38.036: 98 avg_reward: -17.5
2024-10-17 05:52:38.036: 98 avg_steps: 3145.15
2024-10-17 05:52:38.036: 98 epsilon: 0.1
2024-10-17 05:52:38.036: 98 q: 0.3582192
2024-10-17 06:03:06.558: 99 test start:
2024-10-17 06:03:56.250: 99 avg_reward: -14.5
2024-10-17 06:03:56.250: 99 avg_steps: 2542.25
2024-10-17 06:03:56.250: 99 epsilon: 0.1
2024-10-17 06:03:56.250: 99 q: 0.36842048
2024-10-17 06:14:34.782: 100 test start:
2024-10-17 06:15:25.279: 100 avg_reward: -14.5
2024-10-17 06:15:25.280: 100 avg_steps: 2540.05
2024-10-17 06:15:25.280: 100 epsilon: 0.1
2024-10-17 06:15:25.280: 100 q: 0.38172168
2024-10-17 06:25:47.707: 101 test start:
2024-10-17 06:26:47.153: 101 avg_reward: -17.4
2024-10-17 06:26:47.153: 101 avg_steps: 3007.75
2024-10-17 06:26:47.153: 101 epsilon: 0.1
2024-10-17 06:26:47.153: 101 q: 0.3854693
2024-10-17 06:37:24.029: 102 test start:
2024-10-17 06:38:35.014: 102 avg_reward: -16.9
2024-10-17 06:38:35.014: 102 avg_steps: 3560.25
2024-10-17 06:38:35.014: 102 epsilon: 0.1
2024-10-17 06:38:35.014: 102 q: 0.36693126
2024-10-17 06:48:42.441: 103 test start:
2024-10-17 06:49:50.601: 103 avg_reward: -16.1
2024-10-17 06:49:50.601: 103 avg_steps: 3346.15
2024-10-17 06:49:50.601: 103 epsilon: 0.1
2024-10-17 06:49:50.601: 103 q: 0.36550027
2024-10-17 07:00:23.994: 104 test start:
2024-10-17 07:01:18.615: 104 avg_reward: -15.6
2024-10-17 07:01:18.616: 104 avg_steps: 2782.1
2024-10-17 07:01:18.616: 104 epsilon: 0.1
2024-10-17 07:01:18.616: 104 q: 0.3645669
2024-10-17 07:11:41.039: 105 test start:
2024-10-17 07:12:45.838: 105 avg_reward: -16.7
2024-10-17 07:12:45.838: 105 avg_steps: 3183.15
2024-10-17 07:12:45.838: 105 epsilon: 0.1
2024-10-17 07:12:45.838: 105 q: 0.34844315
2024-10-17 07:23:07.727: 106 test start:
2024-10-17 07:24:03.070: 106 avg_reward: -16.6
2024-10-17 07:24:03.070: 106 avg_steps: 2825.5
2024-10-17 07:24:03.070: 106 epsilon: 0.1
2024-10-17 07:24:03.070: 106 q: 0.36804047
2024-10-17 07:34:38.172: 107 test start:
2024-10-17 07:35:37.835: 107 avg_reward: -15.0
2024-10-17 07:35:37.835: 107 avg_steps: 2913.9
2024-10-17 07:35:37.841: 107 epsilon: 0.1
2024-10-17 07:35:37.841: 107 q: 0.36848047
2024-10-17 07:45:45.708: 108 test start:
2024-10-17 07:46:53.275: 108 avg_reward: -14.6
2024-10-17 07:46:53.275: 108 avg_steps: 3328.2
2024-10-17 07:46:53.275: 108 epsilon: 0.1
2024-10-17 07:46:53.275: 108 q: 0.37590304
2024-10-17 07:57:26.419: 109 test start:
2024-10-17 07:58:19.993: 109 avg_reward: -13.0
2024-10-17 07:58:19.993: 109 avg_steps: 2740.6
2024-10-17 07:58:19.993: 109 epsilon: 0.1
2024-10-17 07:58:19.993: 109 q: 0.35215172
2024-10-17 08:08:36.735: 110 test start:
2024-10-17 08:09:29.762: 110 avg_reward: -15.4
2024-10-17 08:09:29.762: 110 avg_steps: 2610.2
2024-10-17 08:09:29.763: 110 epsilon: 0.1
2024-10-17 08:09:29.763: 110 q: 0.36542693
2024-10-17 08:19:51.523: 111 test start:
2024-10-17 08:20:38.822: 111 avg_reward: -15.0
2024-10-17 08:20:38.822: 111 avg_steps: 2449.85
2024-10-17 08:20:38.822: 111 epsilon: 0.1
2024-10-17 08:20:38.822: 111 q: 0.38864887
2024-10-17 08:31:13.017: 112 test start:
2024-10-17 08:32:18.264: 112 avg_reward: -16.9
2024-10-17 08:32:18.264: 112 avg_steps: 3224.15
2024-10-17 08:32:18.264: 112 epsilon: 0.1
2024-10-17 08:32:18.264: 112 q: 0.38974786
2024-10-17 08:42:26.321: 113 test start:
2024-10-17 08:43:25.293: 113 avg_reward: -17.8
2024-10-17 08:43:25.293: 113 avg_steps: 2939.0
2024-10-17 08:43:25.293: 113 epsilon: 0.1
2024-10-17 08:43:25.293: 113 q: 0.43822688
2024-10-17 08:54:06.416: 114 test start:
2024-10-17 08:54:57.294: 114 avg_reward: -13.3
2024-10-17 08:54:57.294: 114 avg_steps: 2568.85
2024-10-17 08:54:57.294: 114 epsilon: 0.1
2024-10-17 08:54:57.294: 114 q: 0.41862163
2024-10-17 09:05:11.268: 115 test start:
2024-10-17 09:06:03.956: 115 avg_reward: -11.8
2024-10-17 09:06:03.956: 115 avg_steps: 2586.05
2024-10-17 09:06:03.956: 115 epsilon: 0.1
2024-10-17 09:06:03.956: 115 q: 0.46807167
2024-10-17 09:16:34.555: 116 test start:
2024-10-17 09:17:29.351: 116 avg_reward: -13.4
2024-10-17 09:17:29.351: 116 avg_steps: 2787.55
2024-10-17 09:17:29.351: 116 epsilon: 0.1
2024-10-17 09:17:29.351: 116 q: 0.43763873
2024-10-17 09:27:52.652: 117 test start:
2024-10-17 09:28:52.350: 117 avg_reward: -10.7
2024-10-17 09:28:52.350: 117 avg_steps: 2944.75
2024-10-17 09:28:52.351: 117 epsilon: 0.1
2024-10-17 09:28:52.351: 117 q: 0.43442518
2024-10-17 09:39:12.711: 118 test start:
2024-10-17 09:40:08.503: 118 avg_reward: -12.1
2024-10-17 09:40:08.504: 118 avg_steps: 2866.7
2024-10-17 09:40:08.504: 118 epsilon: 0.1
2024-10-17 09:40:08.504: 118 q: 0.44306657
2024-10-17 09:50:45.387: 119 test start:
2024-10-17 09:51:40.031: 119 avg_reward: -12.5
2024-10-17 09:51:40.032: 119 avg_steps: 2713.1
2024-10-17 09:51:40.032: 119 epsilon: 0.1
2024-10-17 09:51:40.032: 119 q: 0.4347909
2024-10-17 10:01:50.680: 120 test start:
2024-10-17 10:02:40.936: 120 avg_reward: -15.7
2024-10-17 10:02:40.936: 120 avg_steps: 2621.25
2024-10-17 10:02:40.936: 120 epsilon: 0.1
2024-10-17 10:02:40.936: 120 q: 0.4191905
2024-10-17 10:13:16.244: 121 test start:
2024-10-17 10:14:19.553: 121 avg_reward: -16.4
2024-10-17 10:14:19.553: 121 avg_steps: 3242.8
2024-10-17 10:14:19.553: 121 epsilon: 0.1
2024-10-17 10:14:19.553: 121 q: 0.41632926
2024-10-17 10:24:38.157: 122 test start:
2024-10-17 10:25:35.365: 122 avg_reward: -12.0
2024-10-17 10:25:35.365: 122 avg_steps: 2882.75
2024-10-17 10:25:35.365: 122 epsilon: 0.1
2024-10-17 10:25:35.365: 122 q: 0.40614843
2024-10-17 10:35:58.363: 123 test start:
2024-10-17 10:36:57.147: 123 avg_reward: -14.2
2024-10-17 10:36:57.147: 123 avg_steps: 3042.9
2024-10-17 10:36:57.147: 123 epsilon: 0.1
2024-10-17 10:36:57.147: 123 q: 0.37826028
2024-10-17 10:47:31.174: 124 test start:
2024-10-17 10:48:33.914: 124 avg_reward: -15.2
2024-10-17 10:48:33.914: 124 avg_steps: 3132.45
2024-10-17 10:48:33.914: 124 epsilon: 0.1
2024-10-17 10:48:33.915: 124 q: 0.38900638
2024-10-17 10:58:44.038: 125 test start:
2024-10-17 10:59:50.351: 125 avg_reward: -15.5
2024-10-17 10:59:50.351: 125 avg_steps: 3318.0
2024-10-17 10:59:50.352: 125 epsilon: 0.1
2024-10-17 10:59:50.352: 125 q: 0.37922734
2024-10-17 11:10:32.811: 126 test start:
2024-10-17 11:11:34.894: 126 avg_reward: -16.7
2024-10-17 11:11:34.894: 126 avg_steps: 3179.75
2024-10-17 11:11:34.894: 126 epsilon: 0.1
2024-10-17 11:11:34.894: 126 q: 0.35991365
2024-10-17 11:21:50.005: 127 test start:
2024-10-17 11:23:00.652: 127 avg_reward: -15.8
2024-10-17 11:23:00.652: 127 avg_steps: 3487.25
2024-10-17 11:23:00.652: 127 epsilon: 0.1
2024-10-17 11:23:00.652: 127 q: 0.34520236
2024-10-17 11:33:29.527: 128 test start:
2024-10-17 11:34:23.779: 128 avg_reward: -13.8
2024-10-17 11:34:23.779: 128 avg_steps: 2743.85
2024-10-17 11:34:23.779: 128 epsilon: 0.1
2024-10-17 11:34:23.779: 128 q: 0.34818915
2024-10-17 11:44:42.432: 129 test start:
2024-10-17 11:45:38.119: 129 avg_reward: -13.5
2024-10-17 11:45:38.119: 129 avg_steps: 2734.8
2024-10-17 11:45:38.119: 129 epsilon: 0.1
2024-10-17 11:45:38.119: 129 q: 0.3328105
2024-10-17 11:55:53.256: 130 test start:
2024-10-17 11:56:45.779: 130 avg_reward: -12.4
2024-10-17 11:56:45.780: 130 avg_steps: 2662.95
2024-10-17 11:56:45.780: 130 epsilon: 0.1
2024-10-17 11:56:45.780: 130 q: 0.35913807
2024-10-17 12:07:21.444: 131 test start:
2024-10-17 12:08:18.802: 131 avg_reward: -11.1
2024-10-17 12:08:18.803: 131 avg_steps: 2850.4
2024-10-17 12:08:18.803: 131 epsilon: 0.1
2024-10-17 12:08:18.803: 131 q: 0.35568452
2024-10-17 12:18:29.978: 132 test start:
2024-10-17 12:19:26.640: 132 avg_reward: -11.4
2024-10-17 12:19:26.640: 132 avg_steps: 2740.8
2024-10-17 12:19:26.640: 132 epsilon: 0.1
2024-10-17 12:19:26.640: 132 q: 0.36255077
2024-10-17 12:30:01.388: 133 test start:
2024-10-17 12:31:03.518: 133 avg_reward: -12.5
2024-10-17 12:31:03.518: 133 avg_steps: 3151.8
2024-10-17 12:31:03.518: 133 epsilon: 0.1
2024-10-17 12:31:03.518: 133 q: 0.3516885
2024-10-17 12:41:24.685: 134 test start:
2024-10-17 12:42:20.904: 134 avg_reward: -14.1
2024-10-17 12:42:20.904: 134 avg_steps: 2774.3
2024-10-17 12:42:20.904: 134 epsilon: 0.1
2024-10-17 12:42:20.904: 134 q: 0.37221554
2024-10-17 12:52:44.469: 135 test start:
2024-10-17 12:53:40.593: 135 avg_reward: -14.3
2024-10-17 12:53:40.593: 135 avg_steps: 2839.05
2024-10-17 12:53:40.593: 135 epsilon: 0.1
2024-10-17 12:53:40.593: 135 q: 0.3594347
2024-10-17 13:04:08.436: 136 test start:
2024-10-17 13:04:58.708: 136 avg_reward: -12.4
2024-10-17 13:04:58.708: 136 avg_steps: 2474.3
2024-10-17 13:04:58.709: 136 epsilon: 0.1
2024-10-17 13:04:58.709: 136 q: 0.35578063
2024-10-17 13:15:13.143: 137 test start:
2024-10-17 13:16:09.369: 137 avg_reward: -14.3
2024-10-17 13:16:09.369: 137 avg_steps: 2822.65
2024-10-17 13:16:09.369: 137 epsilon: 0.1
2024-10-17 13:16:09.369: 137 q: 0.36818054
2024-10-17 13:26:45.080: 138 test start:
2024-10-17 13:27:35.732: 138 avg_reward: -13.1
2024-10-17 13:27:35.733: 138 avg_steps: 2572.85
2024-10-17 13:27:35.733: 138 epsilon: 0.1
2024-10-17 13:27:35.733: 138 q: 0.3706085
2024-10-17 13:37:45.385: 139 test start:
2024-10-17 13:38:39.530: 139 avg_reward: -15.6
2024-10-17 13:38:39.530: 139 avg_steps: 2658.45
2024-10-17 13:38:39.531: 139 epsilon: 0.1
2024-10-17 13:38:39.531: 139 q: 0.3688069
2024-10-17 13:49:10.473: 140 test start:
2024-10-17 13:50:01.702: 140 avg_reward: -17.3
2024-10-17 13:50:01.703: 140 avg_steps: 2673.0
2024-10-17 13:50:01.703: 140 epsilon: 0.1
2024-10-17 13:50:01.703: 140 q: 0.36607477
2024-10-17 14:00:24.344: 141 test start:
2024-10-17 14:01:17.286: 141 avg_reward: -14.0
2024-10-17 14:01:17.286: 141 avg_steps: 2664.4
2024-10-17 14:01:17.286: 141 epsilon: 0.1
2024-10-17 14:01:17.287: 141 q: 0.39176255
2024-10-17 14:11:33.686: 142 test start:
2024-10-17 14:12:25.267: 142 avg_reward: -13.7
2024-10-17 14:12:25.267: 142 avg_steps: 2672.8
2024-10-17 14:12:25.267: 142 epsilon: 0.1
2024-10-17 14:12:25.267: 142 q: 0.35320932
2024-10-17 14:22:59.652: 143 test start:
2024-10-17 14:23:53.937: 143 avg_reward: -15.5
2024-10-17 14:23:53.937: 143 avg_steps: 2667.6
2024-10-17 14:23:53.937: 143 epsilon: 0.1
2024-10-17 14:23:53.938: 143 q: 0.3591548
2024-10-17 14:33:58.750: 144 test start:
2024-10-17 14:34:50.115: 144 avg_reward: -11.9
2024-10-17 14:34:50.115: 144 avg_steps: 2494.1
2024-10-17 14:34:50.115: 144 epsilon: 0.1
2024-10-17 14:34:50.115: 144 q: 0.3779466
2024-10-17 14:45:26.647: 145 test start:
2024-10-17 14:46:12.082: 145 avg_reward: -14.0
2024-10-17 14:46:12.097: 145 avg_steps: 2317.95
2024-10-17 14:46:12.097: 145 epsilon: 0.1
2024-10-17 14:46:12.097: 145 q: 0.40059748
2024-10-17 14:56:28.760: 146 test start:
2024-10-17 14:57:25.827: 146 avg_reward: -15.4
2024-10-17 14:57:25.827: 146 avg_steps: 2810.95
2024-10-17 14:57:25.827: 146 epsilon: 0.1
2024-10-17 14:57:25.827: 146 q: 0.402899
2024-10-17 15:07:53.981: 147 test start:
2024-10-17 15:08:49.606: 147 avg_reward: -14.4
2024-10-17 15:08:49.607: 147 avg_steps: 2826.55
2024-10-17 15:08:49.607: 147 epsilon: 0.1
2024-10-17 15:08:49.607: 147 q: 0.40343627
2024-10-17 15:19:18.604: 148 test start:
2024-10-17 15:20:15.283: 148 avg_reward: -16.5
2024-10-17 15:20:15.283: 148 avg_steps: 2782.25
2024-10-17 15:20:15.283: 148 epsilon: 0.1
2024-10-17 15:20:15.283: 148 q: 0.3665722
2024-10-17 15:30:20.562: 149 test start:
2024-10-17 15:31:14.898: 149 avg_reward: -11.4
2024-10-17 15:31:14.898: 149 avg_steps: 2765.45
2024-10-17 15:31:14.903: 149 epsilon: 0.1
2024-10-17 15:31:14.904: 149 q: 0.3818009
2024-10-17 15:41:49.555: 150 test start:
2024-10-17 15:42:45.538: 150 avg_reward: -15.5
2024-10-17 15:42:45.538: 150 avg_steps: 2864.3
2024-10-17 15:42:45.538: 150 epsilon: 0.1
2024-10-17 15:42:45.538: 150 q: 0.39605755
2024-10-17 15:52:55.337: 151 test start:
2024-10-17 15:53:52.153: 151 avg_reward: -12.5
2024-10-17 15:53:52.154: 151 avg_steps: 2812.6
2024-10-17 15:53:52.154: 151 epsilon: 0.1
2024-10-17 15:53:52.154: 151 q: 0.41337317
2024-10-17 16:04:15.528: 152 test start:
2024-10-17 16:05:07.060: 152 avg_reward: -13.0
2024-10-17 16:05:07.060: 152 avg_steps: 2606.45
2024-10-17 16:05:07.060: 152 epsilon: 0.1
2024-10-17 16:05:07.060: 152 q: 0.42146057
2024-10-17 16:15:33.808: 153 test start:
2024-10-17 16:16:32.732: 153 avg_reward: -16.5
2024-10-17 16:16:32.733: 153 avg_steps: 2895.55
2024-10-17 16:16:32.733: 153 epsilon: 0.1
2024-10-17 16:16:32.733: 153 q: 0.40574443
2024-10-17 16:26:43.863: 154 test start:
2024-10-17 16:27:47.719: 154 avg_reward: -16.9
2024-10-17 16:27:47.719: 154 avg_steps: 3253.0
2024-10-17 16:27:47.719: 154 epsilon: 0.1
2024-10-17 16:27:47.719: 154 q: 0.40923625
2024-10-17 16:38:19.169: 155 test start:
2024-10-17 16:39:25.065: 155 avg_reward: -15.0
2024-10-17 16:39:25.066: 155 avg_steps: 3231.35
2024-10-17 16:39:25.066: 155 epsilon: 0.1
2024-10-17 16:39:25.066: 155 q: 0.42949787
2024-10-17 16:49:30.480: 156 test start:
2024-10-17 16:50:36.258: 156 avg_reward: -13.6
2024-10-17 16:50:36.258: 156 avg_steps: 3228.9
2024-10-17 16:50:36.258: 156 epsilon: 0.1
2024-10-17 16:50:36.258: 156 q: 0.43489635
2024-10-17 17:01:01.689: 157 test start:
2024-10-17 17:02:05.789: 157 avg_reward: -12.8
2024-10-17 17:02:05.789: 157 avg_steps: 3245.55
2024-10-17 17:02:05.789: 157 epsilon: 0.1
2024-10-17 17:02:05.789: 157 q: 0.46199316
2024-10-17 17:12:31.931: 158 test start:
2024-10-17 17:13:40.503: 158 avg_reward: -11.8
2024-10-17 17:13:40.503: 158 avg_steps: 3369.95
2024-10-17 17:13:40.503: 158 epsilon: 0.1
2024-10-17 17:13:40.503: 158 q: 0.46839777
2024-10-17 17:23:56.319: 159 test start:
2024-10-17 17:24:50.283: 159 avg_reward: -13.5
2024-10-17 17:24:50.283: 159 avg_steps: 2772.8
2024-10-17 17:24:50.283: 159 epsilon: 0.1
2024-10-17 17:24:50.283: 159 q: 0.47719452
2024-10-17 17:35:24.130: 160 test start:
2024-10-17 17:36:13.929: 160 avg_reward: -13.5
2024-10-17 17:36:13.929: 160 avg_steps: 2494.85
2024-10-17 17:36:13.929: 160 epsilon: 0.1
2024-10-17 17:36:13.929: 160 q: 0.4929278
2024-10-17 17:46:26.572: 161 test start:
2024-10-17 17:47:10.010: 161 avg_reward: -15.1
2024-10-17 17:47:10.010: 161 avg_steps: 2239.6
2024-10-17 17:47:10.010: 161 epsilon: 0.1
2024-10-17 17:47:10.010: 161 q: 0.51189274
2024-10-17 17:57:41.906: 162 test start:
2024-10-17 17:58:38.713: 162 avg_reward: -17.1
2024-10-17 17:58:38.714: 162 avg_steps: 2882.6
2024-10-17 17:58:38.714: 162 epsilon: 0.1
2024-10-17 17:58:38.714: 162 q: 0.4979276
2024-10-17 18:08:56.330: 163 test start:
2024-10-17 18:09:49.507: 163 avg_reward: -12.5
2024-10-17 18:09:49.508: 163 avg_steps: 2595.8
2024-10-17 18:09:49.508: 163 epsilon: 0.1
2024-10-17 18:09:49.508: 163 q: 0.50281364
2024-10-17 18:20:15.739: 164 test start:
2024-10-17 18:21:01.716: 164 avg_reward: -14.7
2024-10-17 18:21:01.717: 164 avg_steps: 2329.95
2024-10-17 18:21:01.717: 164 epsilon: 0.1
2024-10-17 18:21:01.717: 164 q: 0.5066105
2024-10-17 18:31:26.591: 165 test start:
2024-10-17 18:32:19.848: 165 avg_reward: -17.8
2024-10-17 18:32:19.848: 165 avg_steps: 2600.15
2024-10-17 18:32:19.849: 165 epsilon: 0.1
2024-10-17 18:32:19.849: 165 q: 0.480001
2024-10-17 18:42:30.740: 166 test start:
2024-10-17 18:43:32.457: 166 avg_reward: -14.7
2024-10-17 18:43:32.457: 166 avg_steps: 3114.85
2024-10-17 18:43:32.457: 166 epsilon: 0.1
2024-10-17 18:43:32.457: 166 q: 0.47331548
2024-10-17 18:54:16.279: 167 test start:
2024-10-17 18:55:12.729: 167 avg_reward: -15.0
2024-10-17 18:55:12.729: 167 avg_steps: 2777.0
2024-10-17 18:55:12.729: 167 epsilon: 0.1
2024-10-17 18:55:12.729: 167 q: 0.4673801
2024-10-17 19:05:18.691: 168 test start:
2024-10-17 19:06:13.783: 168 avg_reward: -16.0
2024-10-17 19:06:13.784: 168 avg_steps: 2702.8
2024-10-17 19:06:13.784: 168 epsilon: 0.1
2024-10-17 19:06:13.784: 168 q: 0.48294657
2024-10-17 19:16:57.401: 169 test start:
2024-10-17 19:17:48.064: 169 avg_reward: -14.7
2024-10-17 19:17:48.064: 169 avg_steps: 2590.45
2024-10-17 19:17:48.065: 169 epsilon: 0.1
2024-10-17 19:17:48.065: 169 q: 0.47733724
2024-10-17 19:28:03.119: 170 test start:
2024-10-17 19:28:59.918: 170 avg_reward: -14.7
2024-10-17 19:28:59.918: 170 avg_steps: 2769.45
2024-10-17 19:28:59.918: 170 epsilon: 0.1
2024-10-17 19:28:59.918: 170 q: 0.4763796
2024-10-17 19:39:21.745: 171 test start:
2024-10-17 19:40:20.083: 171 avg_reward: -13.7
2024-10-17 19:40:20.083: 171 avg_steps: 2991.35
2024-10-17 19:40:20.084: 171 epsilon: 0.1
2024-10-17 19:40:20.084: 171 q: 0.46296033
2024-10-17 19:50:53.723: 172 test start:
2024-10-17 19:51:48.321: 172 avg_reward: -12.5
2024-10-17 19:51:48.321: 172 avg_steps: 2694.55
2024-10-17 19:51:48.321: 172 epsilon: 0.1
2024-10-17 19:51:48.321: 172 q: 0.47519207
2024-10-17 20:01:58.851: 173 test start:
2024-10-17 20:02:53.512: 173 avg_reward: -11.9
2024-10-17 20:02:53.513: 173 avg_steps: 2772.3
2024-10-17 20:02:53.513: 173 epsilon: 0.1
2024-10-17 20:02:53.513: 173 q: 0.47861943
2024-10-17 20:13:40.303: 174 test start:
2024-10-17 20:14:42.544: 174 avg_reward: -15.1
2024-10-17 20:14:42.544: 174 avg_steps: 3119.45
2024-10-17 20:14:42.544: 174 epsilon: 0.1
2024-10-17 20:14:42.544: 174 q: 0.48103863
2024-10-17 20:24:54.586: 175 test start:
2024-10-17 20:25:44.230: 175 avg_reward: -16.5
2024-10-17 20:25:44.230: 175 avg_steps: 2407.65
2024-10-17 20:25:44.230: 175 epsilon: 0.1
2024-10-17 20:25:44.230: 175 q: 0.5031511
2024-10-17 20:36:17.979: 176 test start:
2024-10-17 20:37:20.547: 176 avg_reward: -14.3
2024-10-17 20:37:20.547: 176 avg_steps: 3185.6
2024-10-17 20:37:20.548: 176 epsilon: 0.1
2024-10-17 20:37:20.548: 176 q: 0.48938563
2024-10-17 20:47:41.166: 177 test start:
2024-10-17 20:48:38.651: 177 avg_reward: -13.6
2024-10-17 20:48:38.651: 177 avg_steps: 2798.35
2024-10-17 20:48:38.651: 177 epsilon: 0.1
2024-10-17 20:48:38.651: 177 q: 0.5413445
2024-10-17 20:58:57.364: 178 test start:
2024-10-17 20:59:42.097: 178 avg_reward: -12.8
2024-10-17 20:59:42.097: 178 avg_steps: 2273.5
2024-10-17 20:59:42.097: 178 epsilon: 0.1
2024-10-17 20:59:42.097: 178 q: 0.56334007
2024-10-17 21:10:24.349: 179 test start:
2024-10-17 21:11:22.782: 179 avg_reward: -15.2
2024-10-17 21:11:22.783: 179 avg_steps: 2885.4
2024-10-17 21:11:22.783: 179 epsilon: 0.1
2024-10-17 21:11:22.783: 179 q: 0.6047546
2024-10-17 21:21:27.576: 180 test start:
2024-10-17 21:22:18.294: 180 avg_reward: -15.1
2024-10-17 21:22:18.295: 180 avg_steps: 2493.9
2024-10-17 21:22:18.295: 180 epsilon: 0.1
2024-10-17 21:22:18.295: 180 q: 0.6043657
2024-10-17 21:32:58.196: 181 test start:
2024-10-17 21:33:54.210: 181 avg_reward: -15.4
2024-10-17 21:33:54.211: 181 avg_steps: 2854.8
2024-10-17 21:33:54.211: 181 epsilon: 0.1
2024-10-17 21:33:54.211: 181 q: 0.6322603
2024-10-17 21:44:06.178: 182 test start:
2024-10-17 21:45:00.225: 182 avg_reward: -17.7
2024-10-17 21:45:00.226: 182 avg_steps: 2654.05
2024-10-17 21:45:00.231: 182 epsilon: 0.1
2024-10-17 21:45:00.231: 182 q: 0.6252864
2024-10-17 21:55:29.128: 183 test start:
2024-10-17 21:56:21.398: 183 avg_reward: -15.8
2024-10-17 21:56:21.398: 183 avg_steps: 2677.2
2024-10-17 21:56:21.398: 183 epsilon: 0.1
2024-10-17 21:56:21.398: 183 q: 0.6282162
2024-10-17 22:06:52.837: 184 test start:
2024-10-17 22:07:45.168: 184 avg_reward: -18.9
2024-10-17 22:07:45.168: 184 avg_steps: 2588.15
2024-10-17 22:07:45.168: 184 epsilon: 0.1
2024-10-17 22:07:45.168: 184 q: 0.6342942
2024-10-17 22:17:59.267: 185 test start:
2024-10-17 22:18:54.629: 185 avg_reward: -17.1
2024-10-17 22:18:54.629: 185 avg_steps: 2859.55
2024-10-17 22:18:54.629: 185 epsilon: 0.1
2024-10-17 22:18:54.629: 185 q: 0.6785216
2024-10-17 22:29:38.791: 186 test start:
2024-10-17 22:30:36.323: 186 avg_reward: -17.1
2024-10-17 22:30:36.324: 186 avg_steps: 2948.35
2024-10-17 22:30:36.324: 186 epsilon: 0.1
2024-10-17 22:30:36.324: 186 q: 0.7065131
2024-10-17 22:40:45.093: 187 test start:
2024-10-17 22:41:37.221: 187 avg_reward: -19.4
2024-10-17 22:41:37.221: 187 avg_steps: 2570.85
2024-10-17 22:41:37.221: 187 epsilon: 0.1
2024-10-17 22:41:37.221: 187 q: 0.7359102
2024-10-17 22:52:10.525: 188 test start:
2024-10-17 22:53:02.370: 188 avg_reward: -17.6
2024-10-17 22:53:02.370: 188 avg_steps: 2650.3
2024-10-17 22:53:02.370: 188 epsilon: 0.1
2024-10-17 22:53:02.370: 188 q: 0.7847906
2024-10-17 23:03:24.637: 189 test start:
2024-10-17 23:04:21.521: 189 avg_reward: -19.8
2024-10-17 23:04:21.521: 189 avg_steps: 2791.15
2024-10-17 23:04:21.521: 189 epsilon: 0.1
2024-10-17 23:04:21.521: 189 q: 0.8577511
2024-10-17 23:14:43.207: 190 test start:
2024-10-17 23:15:33.904: 190 avg_reward: -15.8
2024-10-17 23:15:33.904: 190 avg_steps: 2587.3
2024-10-17 23:15:33.904: 190 epsilon: 0.1
2024-10-17 23:15:33.904: 190 q: 0.8926591
2024-10-17 23:26:04.470: 191 test start:
2024-10-17 23:26:57.144: 191 avg_reward: -14.5
2024-10-17 23:26:57.144: 191 avg_steps: 2586.55
2024-10-17 23:26:57.144: 191 epsilon: 0.1
2024-10-17 23:26:57.144: 191 q: 0.9411453
2024-10-17 23:37:10.032: 192 test start:
2024-10-17 23:38:03.972: 192 avg_reward: -13.7
2024-10-17 23:38:03.973: 192 avg_steps: 2676.0
2024-10-17 23:38:03.973: 192 epsilon: 0.1
2024-10-17 23:38:03.973: 192 q: 0.9520508
2024-10-17 23:48:41.724: 193 test start:
2024-10-17 23:49:35.611: 193 avg_reward: -14.8
2024-10-17 23:49:35.612: 193 avg_steps: 2751.55
2024-10-17 23:49:35.612: 193 epsilon: 0.1
2024-10-17 23:49:35.612: 193 q: 0.9654117
2024-10-17 23:59:48.847: 194 test start:
2024-10-18 00:00:36.702: 194 avg_reward: -16.8
2024-10-18 00:00:36.702: 194 avg_steps: 2377.2
2024-10-18 00:00:36.702: 194 epsilon: 0.1
2024-10-18 00:00:36.702: 194 q: 1.004562
2024-10-18 00:11:07.756: 195 test start:
2024-10-18 00:12:04.727: 195 avg_reward: -13.6
